@@@TOPICS@@@
ID,post_title,post_parent,menu_order
11625,"Delete Node Linked List Part two",11615,10
11624,"Delete Node Linked list part one",11615,9
11623,"Delete beginning node",11615,8
11622,"insert Node at beginning",11615,7
11621,"Display function",11615,6
11620,"insert node part three",11615,5
11619,"insert Node function part two",11615,4
11618,"insertNode function part one",11615,3
11617,"ما هي اللينكد الليست الجزء الثاني",11615,2
11616,"مشكلة المصفوفة وما هي اللينكد ليست الجزء الاول",11615,1
11613,"المؤشرات : Pointers",11602,11
11612,"الدرس السابع: بحث عن عنصر في المصفوفة",11602,10
11609,"الدرس السادس : طبع عناصر المصفوفة بجمله for",11602,7
11608,"الدرس الخامس : معرفة عدد عناصر المصفوفة",11602,6
11607,"الدرس الرابع : ازاي المستخدم يدخل قيم المصفوفة",11602,5
11606,"الدرس الثالث : تغير قيم المصفوفة",11602,4
11605,"الدرس التاني : طريقة كتابة المصفوفة",11602,3
11604,"الدرس الاول : ليه محتاجين المصفوفة",11602,2
11603,"هنتعلم ايه فى الوحدة دي",11602,1
22626,"Class and ID Selectors",22724,2
22625,"Centering our Page",22724,1
22617,"A Note on Semantic HTML",22724,0
22616,"Associative Arrays",22723,3
22615,"Amazon RDS Hands On",22723,2
22614,"A Quick Introduction to Excel’s Pivot Tables",22723,1
22613,"Brush up on Java concepts",22723,0
22591,"Final Thoughts",22587,4
22590,"How Do You Get in Control of Your Finances?",22587,3
22589,"Financial Fitness Pack",22587,2
22588,"Action Plan",22587,1
22585,"How to be Aware of Additional Income Opportunities",22582,3
22584,"How Do You See Money?",22582,2
22583,"It’s Not an Income Problem, it’s a Thinking Problem",22582,1
22579,"A Beginner’s Introduction to Excel Functions",22575,3
22578,"Becoming A Developer",22575,2
22577,"Testing The Application",22575,1
22576,"Code Clean Up",22575,0
22573,"Comment Service & Implementation",22570,2
22572,"Creating Account Service",22570,1
22571,"API Design",22570,0
22566,"M&A potential competitors – Introduction",22563,1
22565,"Copy competitors that may disrupt you – Lufthansa",22563,2
22564,"Change the business model – Introduction",22563,0
22562,"How to find information and ask questions",22558,3
22561,"How to reach additional resources",22558,2
22560,"A little bit about me",22558,1
22559,"What the course will be about",22558,0
22554,"While and For Loops",22551,3
22553,"Control Flow: If Statements",22551,2
22552,"Variables Operations and Conversions",22551,1
22550,"Classes and Objects Intro",22546,4
22549,"Functions Intro",22546,3
22548,"Variable Types",22546,2
22547,"Java Language Basics",22546,1
22542,"Where Next?",22722,2
22612,"Key Lecture Summaries",22722,1
22611,"Congratulations! You Are An Professional Author",22722,0
22610,"MINDSET PRINCIPLE: Balance The Ingredients Like An Artist",22721,3
22609,"MINDSET PRINCIPLE: Aspire To Beauty",22721,2
22608,"MINDSET PRINCIPLE: Know Your Intent",22721,1
22607,"MINDSET PRINCIPLE: Yearn To Connect",22721,0
22531,Conclusion,22527,4
22530,"Blocks to learning",22527,3
22529,Teachers,22527,2
22528,"A students view on teaching",22527,1
22525,"Learning styles",22522,3
22524,"Some key teaching theories.",22522,2
22523,"Some learning theories",22522,1
22519,Conclusion,22515,3
22518,"Implementing View Functionality",22515,2
22517,"Setting Up Database",22515,1
22516,"Setting Up Project",22515,0
22513,"Installing Visual Studio Code On Windows",22510,2
22512,"Introduction To Web Development",22510,1
22511,"Introduction To The Course",22510,0
22506,"Generators Homework Solutions",22503,3
22505,"Generators Homework Overview",22503,2
22504,"Generators with Python",22503,1
22502,"Git and Github Overview (Optional)",22498,4
22501,"Getting the Notebooks and the Course Material",22498,3
22500,"Running Python Code",22498,2
22499,"Installing Python (Step by Step)",22498,1
22494,"Scanner Method and Object Practice",22491,3
22493,"Class and Void Method Creation",22491,2
22492,"An Introduction to Classes and OOP",22491,1
22490,Conclusion,22486,4
22489,"Project Discussion",22486,3
22488,"The is WhiteSpace Method",22486,2
22487,"Introduction to Course",22486,1
22483,"Bonus Lecture",22479,4
22482,"THANK YOU!",22479,3
22481,"Congratulations – AWS Certified Cloud Practitioner",22479,2
22480,"AWS Certification Paths",22479,1
22477,"Important Message",22473,3
22476,"Creating an AWS Account",22473,2
22475,"Course Introduction",22473,1
22466,"HEADS UP: Stay in the AWS Free Tier",22463,2
22465,"Deploy MySQL Database in AWS with RDS – Demo – Create Instance",22463,1
22464,"Deploy MySQL Database in AWS with RDS – Overview",22463,0
22462,"HEADS UP – Stay in the AWS Free Tier",22458,3
22461,"Deploy HelloWorld JSP App – Demo: Import Project",22458,2
22460,"Deploy HelloWorld JSP App – Overview",22458,1
22459,"Amazon Web Services Overview",22458,0
22455,"Catching Errors",22451,4
22454,"Displaying The Data",22451,3
22453,"How To Make API Request",22451,2
22452,"Intro To API’S",22451,1
22449,Variables,22446,3
22448,"PHP Syntax",22446,2
22447,Installation,22446,1
22442,"Foundations for Authentically Defining the ‘Self’",22439,3
22441,"Self Reflection: How Real Are You?",22439,2
22440,"“To Be The Self Which One Is”",22439,1
22438,"Neisser’s Levels of Self-Awareness",22434,4
22437,"The Eight Categories of Confidence",22434,3
22436,"Crystallised Thinking Versus Fluid Intelligence",22434,2
22435,"Critical Traits for Continuous Personal Growth",22434,1
22431,"Bonus Lecture",22427,4
22430,"Content Marketing Machine Assignment",22427,3
22429,"The Content That Goes on 7 Platforms",22427,2
22428,"The Big Secret",22427,1
22425,"What is Social Media Marketing & Management?",22422,3
22424,"How to Use this Course",22422,2
22423,Introduction,22422,1
22419,"Level 2 Graduates",22415,4
22418,"Level 1 Graduates",22415,3
22417,"Ongoing Personal and Professional Development",22415,2
22416,"Health Wellness Coaching Program Final",22415,1
22414,"Health Wellness Coaching Success Formula",22410,4
22412,"Health Wellness Coach Client",22410,2
22411,"Holistic Health and Wellness Coaching Start",22410,1
22407,"QS Empower Session Practice Fieldwork",22403,4
22406,"Health Coaching QS Session Start",22403,3
22404,"Health Wellness Coaching QS Session Intro",22403,1
22402,"Enrolling Health and Wellness Coaching Clients",22398,4
22401,"Holistic Life Balance Assessment Part 2",22398,3
22400,"Holistic Life Balance Assessment",22398,2
22399,"Health Coaching Client Attraction",22398,1
22394,"Different Ways to Use This Material as a Coach",22391,3
22393,"What Does a Health Coach Do?",22391,2
22392,"Introduction and Meet the Instructors",22391,1
22390,"What Are Health and Wellness?",22386,4
22389,"Different Ways to Use This Material as a Coach",22386,3
22388,"What Does a Health Coach Do?",22386,2
22387,"Introduction and Meet the Instructors",22386,1
22382,"Terminologies Used in Diagnostic Procedures",22379,2
22381,"Abbreviations Used In Clinical Settings",22379,1
22380,"Understanding Medical Terms",22379,0
22378,"Theories of Human Needs",22374,3
22377,"Home Healthcare Settings Vs Traditional Healthcare Settings",22374,2
22376,"Who is a Homecare Worker?",22374,1
22375,"Home Healthcare, Home Healthcare Worker and the Client",22374,0
22371,"Nutritional Psychiatry Explained",22367,4
22370,"Liver Detoxification Explained",22367,3
22369,"How To Increase Stomach Acid Naturally",22367,2
22368,"Digestion & GI Tract",22367,1
22366,"Calories In A Holistic Diet",22362,4
22365,"The 5 Nutrition Priorities Explained",22362,3
22363,"Holistic Nutrition Priorities Introduction",22362,1
22359,"Sheering, peeling, bread knives, and zesting",22355,4
22358,"Measuring tools",22355,3
22357,"Primary kitchen appliances",22355,2
22356,"Navigating the Essential Kitchen Equipment Mini-Series",22355,1
22353,"Washing raw ingredients",22350,3
22352,"Food sanitation and keeping your food safe",22350,2
22351,"What is a Chef?",22350,1
22346,"Making Stocks at Home",22343,3
22345,"The Food Safety Zone, Temps, and Practices",22343,2
22344,"Introduction to The Basics of Cooking",22343,1
22342,"The Basics to Meat, Types and Temps",22338,4
22341,"Sauces, and Why We Use Them",22338,3
22340,"Making Stocks at Home",22338,2
22339,"Introduction to Butchering, How to Part a Chicken",22338,1
22334,"Moist Heat Cooking Methods – Quick Braising and Poaching",22331,3
22333,"Appetizers – Start Your Meal with Appetizers",22331,2
22332,"Potatoes – How to Cook Them",22331,1
22330,"Vegetables – Cooking Vegetables",22326,4
22329,"Grand Sauces – versatile sauce making",22326,3
22328,"Breakfast and Eggs – an Essential Ingredient",22326,2
22327,"Knife Skills – It All Starts Here",22326,1
22322,"Butter chicken",22319,3
22321,"Chicken tikka butter masala",22319,2
22320,"Aloo jeera or Cummin Potato",22319,1
22318,"Cooking basics know your Spices",22314,4
22317,"Cooking basics cutting onion",22314,3
22316,"Cooking basics Green chilli paste",22314,2
22315,"Cooking basics Ginger and garlic paste",22314,1
22311,"Respiratory System",22307,4
22310,"Cardiovascular System",22307,3
22309,"Endocrine System",22307,2
22308,"Nervous System",22307,1
22305,"Yoga for Hips & Legs",22302,3
22304,"Daily Practice of Sun Salutations",22302,2
22303,"Seated Warm Up",22302,1
22299,"True history of Yoga Explained",22295,3
22298,"Who was Maharishi Patanjali?",22295,2
22297,"History of Yoga from Pashupati to Maharishi Patanjali",22295,1
22294,"4 Ashrams of Life",22290,3
22293,"Discipline of Yoga",22290,2
22292,"Who is a Guru?",22290,1
22291,"Myths of Yoga",22290,0
22286,"Three Limb – Pranayama",22282,4
22285,"Second Limb – Niyama",22282,3
22284,"First Limb – Yama",22282,2
22283,"Introduction of Ashtanga Yoga",22282,1
22281,"Paths of Yoga Explained Further",22277,4
22279,"Bhakti Yoga (Paths of Devotion)",22277,2
22278,"Jnana Yoga (Paths of Knowledge)",22277,1
22273,"Honouring the Practice",22270,3
22272,"The Discipline of Yoga",22270,2
22271,"Introduction of Patanjali Yoga Sutras",22270,1
22269,"Mudras – Power of Energy",22265,4
22268,"Chakras Explained",22265,3
22267,"Pancha Koshas – 5 Layers",22265,2
22266,"3 Bodies of our Existence",22265,1
22262,Conclusion,22258,4
22261,"Cultural Curriculum",22258,3
22260,"Sensorial Curriculum Perspective from Anna Perry",22258,2
22259,"Sensorial Curriculum",22258,1
22256,"Practical Life Curriculum Perspective from Anna Perry",22253,3
22255,"Practical Life",22253,2
22254,Introduction,22253,1
22249,"Ivan Pavlov & Classical Conditioning",22246,3
22248,"How Do We Learn",22246,2
22247,"Cogintive Development in Adolescence",22246,1
22245,"Special Education & Response to Intervention",22241,4
22244,"ADHD – Attention-Deficit/Hyperactivity Disorder – DSM-5-TR",22241,3
22243,"Social Influence / Bandura’s Bobo Doll Experiment",22241,2
22242,"Educational Psychology – What Makes a Good Teacher",22241,1
22237,"Student Grouping & Technology in the Classroom",22234,2
22236,"Effective Lessons Explained",22234,1
22235,"Building Self-Esteem in Children – For Parents & Teachers",22234,0
22233,"Child Abuse and Maltreatment",22229,3
22232,"Thinking & Language Development",22229,2
22231,"Physical Development in Infants and Toddlers",22229,1
22230,"Intro to Child Psychology",22229,0
22226,"What is Shutter Speed? | Photography Masterclass",22222,4
22225,"VISUAL GUIDE: Aperture Chart | Photography Masterclass",22222,3
22224,"What is Aperture? | Photography Masterclass",22222,2
22223,"What is Exposure? | Photography Masterclass",22222,1
22220,"Tips to Improve Your Photography Class Taking Experience",22217,3
22219,"How Does a Camera Work? | Photography Masterclass",22217,2
22218,"Welcome to the Photography Masterclass",22217,1
22213,"Manual Focus vs. Auto Focus | Photography Masterclass",22210,3
22212,"Depth of Field & Aperture | Photography Masterclass",22210,2
22211,"What is Depth of Field? | Photography Masterclass",22210,1
22209,"Leading Lines | Photography Masterclass",22205,4
22208,"Negative Space | Photography Masterclass",22205,3
22207,"The Rule of Thirds | Photography Masterclass",22205,2
22206,"What is Composition? | Photography Masterclass",22205,1
22201,"Shooting for Black and White | Photography Masterclass",22198,3
22200,"The Kelvin Temperature Scale | Photography Masterclass",22198,2
22199,"Intro to White Balance and Color | Photography Masterclass",22198,1
22197,"Photo Resolution | Photography Masterclass",22193,4
22196,"Camera Scene Modes | Photography Masterclass",22193,3
22195,"Main Features of Most Cameras | Photography Masterclass",22193,2
22194,"What is Camera Anatomy? | Photography Masterclass",22193,1
22189,"Stabilization | Photography Masterclass",22186,3
22188,"Memory Cards | Photography Masterclass",22186,2
22187,"Batteries & Chargers | Photography Masterclass",22186,1
22185,"Supplemental Materials | Photography Masterclass",22181,4
22184,"Mobile Phone Photo Accessories | Photography Masterclass",22181,3
22183,"Exposing with a Smartphone | Photography Masterclass",22181,2
22182,"Why Smartphone Photography is Awesome | Photography Masterclass",22181,1
22178,"Layer masks in Procreate | Procreate Design Course",22174,3
22177,"Making a lettering brush | Procreate Design Course",22174,2
22176,"Quickline in Procreate | Procreate Design Course",22174,1
22175,"Installing fonts in Procreate | Procreate Design Course",22174,0
22172,"Getting the most out of instructor Q&A on ipad",22169,2
22171,"What is procreate? The difference between vector and raster based programs",22169,1
22170,"Welcome to Class | Procreate Design Course",22169,0
22165,"Blocking in the darks",22162,3
22164,"Inking the image",22162,2
22163,"Introduction to the project in this section | Procreate Design Course",22162,1
22161,"Using the animation assistant in Procreate",22157,4
22160,"Making motion masks for video with Procreate",22157,3
22159,"Creating the Bouncing ball image- Part 1",22157,2
22158,"Introduction to animation on procreate",22157,1
22153,"Basics of transformation",22150,2
22152,"Basics of Brushes",22150,1
22151,"Basics of Layers",22150,0
22149,"Building your first Project in Procreate",22145,3
22148,"File Management in Procreate",22145,2
22147,"Creating a new canvas",22145,1
22146,"Unboxing and basics of the User Interface",22145,0
22142,"Verb of Command and Forbidding",22138,4
22140,"Verbs – Universal Tense",22138,2
22139,"Verbs – Past Tense",22138,1
22137,"Status of Nouns",22133,4
22136,"Attached Pronouns",22133,3
22135,"Detached Pronouns",22133,2
22134,"Course Intro and Parts of Speech",22133,1
22130,"WFW Baqarah Ayah 230-232",22126,4
22129,"WFW Baqarah Ayah 224-229",22126,3
22128,"WFW Baqarah Ayah 220-223",22126,2
22127,"WFW Baqarah Ayah 216-219",22126,1
22124,"Doubled Verbs – Verb of Command",22121,3
22123,"Doubled Verbs Revision",22121,2
22122,"Doubled Verbs",22121,1
22117,Directions,22114,3
22116,"Double & Plural",22114,2
22115,Pronouns,22114,1
22113,"What You Say Matters!",22109,4
22112,"A Never-Ending Course Inside!",22109,3
22111,"Why Should I Choose Your Course?",22109,2
22110,Introduction,22109,1
22106,"Adjectives / Objects",22102,4
22105,"Pharmacist / Engineer",22102,3
22104,"Teacher / Doctor & Nurse",22102,2
22103,Introduction,22102,1
22100,"Sound At The End",22097,3
22099,"Types Of Sentences",22097,2
22098,"Types Of Words",22097,1
22094,Writing,22090,4
22093,Speaking,22090,3
22092,Listening,22090,2
22091,Reading,22090,1
22088,"Marks On Letters",22085,3
22087,"Arabic Alphabet",22085,2
22086,Introduction,22085,1
22082,"Given examples",22078,4
22081,"Should know some drinks!",22078,3
22080,"Reading / meaning of it",22078,2
22079,"Learning new sentences",22078,1
22076,"Structure of the course",22073,3
22075,"Why learning Arabic?",22073,2
22074,Introduction,22073,1
22069,"Quadriceps Explained",22066,2
22068,"Muscle Agonists & Antagonists",22066,1
22067,"The Different Types Of Muscle Fibers",22066,0
22065,"Roles & Responsibilities Of A Strength Coach",22061,3
22064,"Get to know your instructor",22061,2
22063,"How to get your certificate",22061,1
22062,Introduction,22061,0
22058,"Intensity: How Heavy Should You Train?",22054,4
22056,"The 4 Most Important Exercises For Beginners",22054,2
22055,"Workout Design Overview",22054,1
22053,"How Much Muscle Can You Gain in A Week/Month/Year",22049,4
22052,"Progressive Overload",22049,3
22051,"Muscle Hypertrophy Explained",22049,2
22050,"Common Muscle Growth Myths Debunked",22049,1
22045,"How to track calories",22042,2
22044,"How to determine your calorie maintenance level (TDEE)",22042,1
22043,"Calories Explained",22042,0
22041,"Barbell Row (Different Grip)",22037,3
22040,"Dumbbell Overhead Press",22037,2
22039,"Chest Press Machine",22037,1
22038,"5 Most Important Aspects Of Correct Lifting Form",22037,0
22034,"The importance of sleep",22030,4
22033,"How To Deload Correctly",22030,3
22032,"Post Workout Recovery Routine",22030,2
22031,"Recovery Overview",22030,1
22028,"How To Use Protein Powder",22025,3
22027,"Top 3 Beginner Supplements",22025,2
22026,"Supplements Overview",22025,1
22022,"Macronutrient Cheat Sheet",22018,4
22021,"The Two Rules Of Successful Dieting And Nutrition",22018,3
22020,"Step-By-Step Fat Loss Formula",22018,2
22019,"Most Common Beginner Mistakes And How To Avoid Them",22018,1
22017,"Step-By-Step Muscle Building Formula",22013,4
22015,"Join The Discussion",22013,2
22014,Introduction,22013,1
22009,"8 Steps To Building Fitness Discipline",22006,2
22008,"How to master willpower",22006,1
22007,"SMART Goal Setting In Fitness",22006,0
22005,"Glute Bridge",22001,3
22004,Squat,22001,2
22003,Push-Up,22001,1
22002,"Workout Plan",22001,0
21998,"Header & Footer Menu",21994,4
21997,"Website Title & Logo",21994,3
21996,"Install a Theme",21994,2
21995,"Install WordPress",21994,1
21993,"Competitor Analysis",21989,4
21991,"Product Details",21989,2
21990,"Market Research Explained",21989,1
21986,"Email Prompts",21982,4
21985,"Create Email Campaign",21982,3
21984,"Create Lead Captures",21982,2
21983,"Email Marketing Explained",21982,1
21981,"On-Page SEO",21977,4
21980,"Create SEO-Friendly Content",21977,3
21978,"SEO Explained",21977,1
21974,"Follow-up Questions",21970,4
21973,Iteration,21970,3
21972,"Prompt Priming",21970,2
21971,"Prompt Framework",21970,1
21968,"Connect Search Console",21965,3
21967,"Connect WooCommerce",21965,2
21966,"Install GA4",21965,1
21962,"Content Formats Explained",21958,4
21961,"Find Content ideas",21958,3
21960,"Choose Your Platforms",21958,2
21957,"The Importance Of Purpose",21953,4
21956,"The Structure Of Branding",21953,3
21955,"Why You Need a Brand Strategy",21953,2
21954,"Branding vs Marketing",21953,1
21950,"Know Who You’re Selling To",21946,4
21948,"Benefits vs Features",21946,2
21947,"What Is Copywriting?",21946,1
21945,"Social Proof",21941,4
21944,Scarcity,21941,3
21943,Curiosity,21941,2
21942,Reciprocity,21941,1
21937,"Website Content",21934,2
21936,"The Content That Goes on 7 Platforms",21934,1
21935,"The Big Secret",21934,0
21933,"Design a Background Image",21929,3
21932,"Why Use a Background Image",21929,2
21931,"Optimize Profile",21929,1
21930,"Leads Hack Tool",21929,0
21926,"Kip Up | Progressions",21922,4
21925,"Cartwheel | Slow Motions",21922,3
21924,"Cartwheel | Progressions",21922,2
21923,"Cartwheel | Intro",21922,1
21921,"What Other Students Say About The Challenge",21917,4
21920,"About Me",21917,3
21918,"Course Introduction",21917,1
21914,"Fronthandspring | Intro",21910,4
21913,"Aerial | Slow Motions",21910,3
21912,"Aerial | Progressions",21910,2
21911,"Aerial | Intro",21910,1
21909,"Frontheadspring | Intro",21905,4
21907,"Butterfly Kick | Progressions",21905,2
21906,"Butterfly Kick | Intro",21905,1
21902,"Macaco Transit",21898,4
21901,"Two Kicks Into Cart",21898,3
21900,"Cartwheels On The Spot",21898,2
21899,"Cartwheel Mix",21898,1
21896,"Cartwheel Row",21893,3
21895,"Cartwheel To (Half) Macaco",21893,2
21894,"Cartwheel And Back",21893,1
21890,"Understanding Gym Terminology",21886,4
21889,"Nailing Proper Form",21886,3
21887,"Welcome To The GYM",21886,1
21885,"Figuring Out What To Eat – Even If It’s Not Healthy",21881,4
21884,"Determining Our Macros and Setting Up MyFitnessPal",21881,3
21883,"Let’s Stay Connected!",21881,2
21882,"Introduction To Six Week Shred",21881,1
21878,"Chest Fly’s (Dumbbell)",21874,3
21876,"Time To Warmup!",21874,1
21875,"Time To Rest, Kinda.",21874,0
21873,"Incline Bench Press (Dumbbell)",21869,3
21872,"Our Warmup Routine",21869,2
21871,"Time To Warmup!",21869,1
21870,"Welcome To Push Day",21869,0
21866,"Reverse Lunges",21862,3
21865,"Our Warmup Routine",21862,2
21864,"Time To Warmup!",21862,1
21863,"Welcome To Legs",21862,0
21859,"Time For A Dropset!",21856,2
21858,"Time To Warmup!",21856,1
21857,"Welcome To Pull Day",21856,0
@@@QUIZZES@@@
ID,post_title,post_parent,menu_order
38656,"اختبار - البداية في لغة جافا",24444,10
38655,"اختبار - هنكتب كود فين",24444,7
38654,"اختبار - قصة لغة جافا",24444,4
38653,"اختبار - ما هي البرمجة",24444,2
26704,اختبار,26699,2
24573,"اختبار الوحدة الأولى: المصفوفات والمؤشرات",11602,14
27048,اختبار,26699,15
27386,اختبار,27374,11
27384,اختبار,27374,9
27382,اختبار,27374,7
27380,اختبار,27374,5
27378,اختبار,27374,3
27376,اختبار,27374,1
27373,اختبار,27353,19
27371,اختبار,27353,17
27369,اختبار,27353,15
27367,اختبار,27353,13
27365,اختبار,27353,11
27363,اختبار,27353,9
27361,اختبار,27353,7
27359,اختبار,27353,5
27357,اختبار,27353,3
27355,اختبار,27353,1
27352,اختبار,27336,15
27350,اختبار,27336,13
27348,اختبار,27336,11
27346,اختبار,27336,9
27344,اختبار,27336,7
27342,اختبار,27336,5
27340,اختبار,27336,3
27338,اختبار,27336,1
27303,اختبار,27285,15
27302,"اختبار المتغيرات",27285,7
27287,اختبار,27285,2
27264,"اختبار الوحدة: Queue باستخدام Linked List",27254,9
27253,"اختبار الوحدة: Queue باستخدام Array",27241,11
27240,"اختبار الوحدة: Stack باستخدام Linked List",27234,5
27233,"اختبار Stack using array",27224,8
27223,"اختبار الوحدة: Double Linked List",27209,13
27208,"اختبار الوحدة الثانية: Linked List",27193,14
27192,"اختبار الوحدة الأولى: المصفوفات والمؤشرات",27178,13
27045,"اختبار المتغيرات",26699,7
24611,"اختبار الوحدة: Queue باستخدام Linked List",11642,9
24606,"اختبار الوحدة: Queue باستخدام Array",11641,11
24604,"اختبار الوحدة: Stack باستخدام Linked List",11640,5
24602,"اختبار Stack using array",11639,8
24596,"اختبار الوحدة: Double Linked List",11628,13
24592,"اختبار الوحدة الثانية: Linked List",11615,14
24571,"اختبار الوحدة الاولي",0,13
22802,"Intrapreneurship – Introduction",22563,3
22801,"Web Development",22510,3
22800,"Deploying The Application",22570,3
22799,"PHP fundamental",22724,3
22798,"PHP fundamental",0,3
22797,"Deploying The Application",0,3
22796,"Principles for Financial Security",22582,4
22794,"Collections Operations",22551,4
22793,"Time Magazine",22722,3
22792,"The best way to teach",22522,4
22791,"Web Development",0,3
22790,"Python Collections Module",22503,4
22789,"Object Orientated Programming",22491,4
22788,"AWS Account Activation Troubleshooting",22473,4
22787,"Deploy MySQL Database in AWS with RDS - Demo - Configure Database",22463,3
22786,"Data Types",22446,4
22785,"A Model of Personality",22439,4
22784,"Branding for Social Media",22422,4
22783,"How to Become a Health and Wellness Coach",22410,5
22781,"Health Coaching Forms/Contracts",22403,5
22780,"Health Belief Model",22391,4
22779,"Health & Wealth",22379,3
22778,"Health & Wealth",0,3
22776,"What Is Holistic Nutrition",22362,5
22775,"Creating a new canvas | Procreate Design Course",22169,3
22774,"Goal Setting, Motivation & Achievement",22234,3
22773,"Yogic Timeline",22295,4
22772,"Chest Muscles Explained",22066,3
22771,"Ideal Protein Intake",22042,3
22770,"How To Use Creatine",22025,4
22769,"More Tips On How To Stay Motivated",22006,3
22768,"Content Marketing Machine",21934,3
22767,"Exporting a file from Procreate to your PC for non-mac users",22150,3
22766,"Building a flavor base",22350,4
22765,Cooking,22343,4
22764,"Dry Heat Cooking Methods – Sautéing and Roasting",22331,4
22762,"Chicken Curry",22319,4
22761,"Post Yoga Stretches",22302,4
22760,"Yogic Timeline",0,4
22759,"Karma Yoga (Paths of Action)",22277,5
22758,"Steadiness & Samadhi",22270,4
22846,"Practical Life Review",22253,4
22845,"Memory - Encoding, Storing & Retrieval",22246,4
22844,"Goal Setting, Motivation & Achievement",0,3
22843,"Know Your Lecture Types | Photography Masterclass",22217,4
22842,"Supplemental Materials | Photography Masterclass",22210,4
22841,"Creative Color Activity | Photography Masterclass",22198,4
22840,"Flashes and Lighting | Photography Masterclass",22186,4
22839,"Creating a new canvas | Procreate Design Course",0,3
22838,"Finishing and adding background",22162,4
22837,"Exporting a file from Procreate to your PC for non-mac users",0,3
22836,"Verbs - Revision & Practice",22138,5
22835,"Doubled Verbs - Revision",22121,4
22834,Questions,22114,4
22833,"Relating A Word To Another",22097,4
22832,Nunation,22085,4
22831,"Why Arabic?",22073,4
22830,"Chest Muscles Explained",0,3
22829,"How Many Isolation Exercises Should You Do?",22054,5
22828,"Ideal Protein Intake",0,3
22757,"How To Use Creatine",22013,5
22756,"More Tips On How To Stay Motivated",0,3
22755,"Target Audience Persona",21989,5
22754,"How to Keyword Research",21977,5
22753,"Internal Traffic Filter",21965,4
22752,"Choose Your Objective",21958,5
22751,"Know What You’re Selling",21946,5
22750,"Content Marketing Machine",0,3
22749,"Curriculum & Overview",21917,5
22748,"Butterfly Kick | Slow Motions",21905,5
22747,"Kick To One Hand Cartwheel",21893,4
22746,"Discovering The Anatomy Of The Body",21886,5
22745,"Our Warmup Routine",21874,4
22744,"Bent-Over Row",21856,4
